study,year,location,state,cultivar,planting_date,app_date,growth_stage,brand_name,group,active_ingred,n,mean_sev,mean_yld,v_sev,v_yld,rep,rating_disease,yld_check,v_yld_check,sev_check,v_sev_check
35,2017,Stoneville,Mississippi,NA,NA,NA,R3,Topsin 4.5,MBC,thiophanate-methyl,4,35,3295.9224999999997,50.869963369963365,18475.186954633104,NA,NA,2923.861875,18475.186954633104,50,50.869963369963365
35,2017,Stoneville,Mississippi,NA,NA,NA,R3,Topsin 4.5+Quadris+Tilt,MBC+QoI+DMI,thiophanate-methyl+azoxystrobin+propiconazole,4,30,3232.203125,50.869963369963365,18475.186954633104,NA,NA,2923.861875,18475.186954633104,50,50.869963369963365
35,2017,Stoneville,Mississippi,NA,NA,NA,R3,Topsin+Quadris+Folicur,MBC+QoI+DMI,thiophanate-methyl+azoxystrobin+tebuconazole,4,27.5,3342.493125,50.869963369963365,18475.186954633104,NA,NA,2923.861875,18475.186954633104,50,50.869963369963365
35,2017,Stoneville,Mississippi,NA,NA,NA,R3,Topsin+Quadris+Folicur+Echo 720,MBC+QoI+DMI+Multi-S,thiophanate-methyl+azoxystrobin+tebuconazole+chlorothalonil,4,25,3387.04625,50.869963369963365,18475.186954633104,NA,NA,2923.861875,18475.186954633104,50,50.869963369963365
35,2017,Stoneville,Mississippi,NA,NA,NA,R3,Topsin+Quadris+Tilt+Echo 720,MBC+QoI+DMI+Multi-S,thiophanate-methyl+azoxystrobin+propiconazole+chlorothalonil,4,25,3385.533125,50.869963369963365,18475.186954633104,NA,NA,2923.861875,18475.186954633104,50,50.869963369963365
36,2017,TVREC,Alabama,Asgrow 5233 RR,06/28/2017,08/23/2017,R3,check,check,check,4,6,4130.83125,2.041666666666668,36118.50803752669,NA,NA,4130.83125,36118.50803752669,6,2.041666666666668
36,2017,TVREC,Alabama,Asgrow 5233 RR,06/28/2017,08/23/2017,R3,Domark,DMI,tetraconazol,4,4,4315.76875,2.041666666666668,36118.50803752669,NA,NA,4130.83125,36118.50803752669,6,2.041666666666668
36,2017,TVREC,Alabama,Asgrow 5233 RR,06/28/2017,08/23/2017,R3,Fortix,QoI+DMI,fluoxastrobin+flutriafol,4,3.25,4156.05,2.041666666666668,36118.50803752669,NA,NA,4130.83125,36118.50803752669,6,2.041666666666668
36,2017,TVREC,Alabama,Asgrow 5233 RR,06/28/2017,08/23/2017,R3,Froghorn,MBC+DMI,thiophanate-methyl+tebuconazole,4,3.25,4230.025,2.041666666666668,36118.50803752669,NA,NA,4130.83125,36118.50803752669,6,2.041666666666668
36,2017,TVREC,Alabama,Asgrow 5233 RR,06/28/2017,08/23/2017,R3,Headline,QoI,pyraclostrobin,4,4.5,4097.20625,2.041666666666668,36118.50803752669,NA,NA,4130.83125,36118.50803752669,6,2.041666666666668
36,2017,TVREC,Alabama,Asgrow 5233 RR,06/28/2017,08/23/2017,R3,Priaxor + Tilt,DMI+QoI+SDHI,pyraclostrobin+fluxapyroxad+propiconazole,4,3.75,4206.4875,2.041666666666668,36118.50803752669,NA,NA,4130.83125,36118.50803752669,6,2.041666666666668
36,2017,TVREC,Alabama,Asgrow 5233 RR,06/28/2017,08/23/2017,R3,Quadris Top,QoI+DMI,azoxystrobin+difenoconazole,4,4.5,4414.9625000000005,2.041666666666668,36118.50803752669,NA,NA,4130.83125,36118.50803752669,6,2.041666666666668
36,2017,TVREC,Alabama,Asgrow 5233 RR,06/28/2017,08/23/2017,R3,Stratego YLD + Proline,QoI+DMI+DMI,trifloxystrobin+prothioconazole+prothioconazole,4,4.75,4298.95625,2.041666666666668,36118.50803752669,NA,NA,4130.83125,36118.50803752669,6,2.041666666666668
36,2017,TVREC,Alabama,Asgrow 5233 RR,06/28/2017,08/23/2017,R3,Topsin 4.5,MBC,thiophanate-methyl,4,4.5,4332.58125,2.041666666666668,36118.50803752669,NA,NA,4130.83125,36118.50803752669,6,2.041666666666668
36,2017,TVREC,Alabama,Asgrow 5233 RR,06/28/2017,08/23/2017,R3,Topsin 4.5+Quadris+Tilt,MBC+QoI+DMI,thiophanate-methyl+azoxystrobin+propiconazole,4,4.25,4334.2625,2.041666666666668,36118.50803752669,NA,NA,4130.83125,36118.50803752669,6,2.041666666666668
36,2017,TVREC,Alabama,Asgrow 5233 RR,06/28/2017,08/23/2017,R3,Topsin+Quadris+Folicur,MBC+QoI+DMI,thiophanate-methyl+azoxystrobin+tebuconazole,4,3.5,4332.58125,2.041666666666668,36118.50803752669,NA,NA,4130.83125,36118.50803752669,6,2.041666666666668
36,2017,TVREC,Alabama,Asgrow 5233 RR,06/28/2017,08/23/2017,R3,Topsin+Quadris+Folicur+Echo 720,MBC+QoI+DMI+Multi-S,thiophanate-methyl+azoxystrobin+tebuconazole+chlorothalonil,4,3.25,4467.08125,2.041666666666668,36118.50803752669,NA,NA,4130.83125,36118.50803752669,6,2.041666666666668
36,2017,TVREC,Alabama,Asgrow 5233 RR,06/28/2017,08/23/2017,R3,Topsin+Quadris+Tilt+Echo 720,MBC+QoI+DMI+Multi-S,thiophanate-methyl+azoxystrobin+propiconazole+chlorothalonil,4,4.25,4142.6,2.041666666666668,36118.50803752669,NA,NA,4130.83125,36118.50803752669,6,2.041666666666668
37,2019,TVREC,Alabama,AG 52X9,06/14/2019,NA,R3,Acropolis,MBC+DMI,thiophanate-methyl+tetraconazole,4,7.725,1281.1125,4.550014011627908,7725.378156976742,NA,NA,1175.19375,7725.378156976742,3.1325,4.550014011627908
37,2019,TVREC,Alabama,AG 52X9,06/14/2019,NA,R3,check,check,check,4,3.1325,1175.19375,4.550014011627908,7725.378156976742,NA,NA,1175.19375,7725.378156976742,3.1325,4.550014011627908
37,2019,TVREC,Alabama,AG 52X9,06/14/2019,NA,R3,Delaro,QoI+DMI,trifloxystrobin + prothioconazole,4,3.7325,1284.475,4.550014011627908,7725.378156976742,NA,NA,1175.19375,7725.378156976742,3.1325,4.550014011627908
37,2019,TVREC,Alabama,AG 52X9,06/14/2019,NA,R3,Domark,DMI,tetraconazol,4,4.55,1289.5187500000002,4.550014011627908,7725.378156976742,NA,NA,1175.19375,7725.378156976742,3.1325,4.550014011627908
37,2019,TVREC,Alabama,AG 52X9,06/14/2019,NA,R3,Froghorn,MBC+DMI,thiophanate-methyl+tebuconazole,4,3.5749999999999997,1318.1000000000001,4.550014011627908,7725.378156976742,NA,NA,1175.19375,7725.378156976742,3.1325,4.550014011627908
37,2019,TVREC,Alabama,AG 52X9,06/14/2019,NA,R3,Headline,QoI,pyraclostrobin,4,4.6,1235.71875,4.550014011627908,7725.378156976742,NA,NA,1175.19375,7725.378156976742,3.1325,4.550014011627908
37,2019,TVREC,Alabama,AG 52X9,06/14/2019,NA,R3,Lucento,DMI+SDHI,bixafen+flutriafol,4,3.9,1271.025,4.550014011627908,7725.378156976742,NA,NA,1175.19375,7725.378156976742,3.1325,4.550014011627908
37,2019,TVREC,Alabama,AG 52X9,06/14/2019,NA,R3,Miravis Top,DMI+SDHI,difenoconazole+pydiflumetofen,4,5.8675,1314.7375,4.550014011627908,7725.378156976742,NA,NA,1175.19375,7725.378156976742,3.1325,4.550014011627908
37,2019,TVREC,Alabama,AG 52X9,06/14/2019,NA,R3,Priaxor + Tilt,DMI+QoI+SDHI,pyraclostrobin+fluxapyroxad+propiconazole,4,5.532500000000001,1383.66875,4.550014011627908,7725.378156976742,NA,NA,1175.19375,7725.378156976742,3.1325,4.550014011627908
37,2019,TVREC,Alabama,AG 52X9,06/14/2019,NA,R3,Quadris Top,QoI+DMI,azoxystrobin+difenoconazole,4,4.9,1318.1,4.550014011627908,7725.378156976742,NA,NA,1175.19375,7725.378156976742,3.1325,4.550014011627908
37,2019,TVREC,Alabama,AG 52X9,06/14/2019,NA,R3,Revysol,DMI+SDHI,difenoconazole+pydiflumetofen,4,4.7,1284.475,4.550014011627908,7725.378156976742,NA,NA,1175.19375,7725.378156976742,3.1325,4.550014011627908
37,2019,TVREC,Alabama,AG 52X9,06/14/2019,NA,R3,Stratego YLD,QoI+DMI,trifloxystrobin+prothioconazole,4,2.4,1302.96875,4.550014011627908,7725.378156976742,NA,NA,1175.19375,7725.378156976742,3.1325,4.550014011627908
37,2019,TVREC,Alabama,AG 52X9,06/14/2019,NA,R3,Tilt,DMI,propiconazole,4,4.05,1363.49375,4.550014011627908,7725.378156976742,NA,NA,1175.19375,7725.378156976742,3.1325,4.550014011627908
37,2019,TVREC,Alabama,AG 52X9,06/14/2019,NA,R3,Topsin 4.5,MBC,thiophanate-methyl,4,7.7675,1274.3875,4.550014011627908,7725.378156976742,NA,NA,1175.19375,7725.378156976742,3.1325,4.550014011627908
37,2019,TVREC,Alabama,AG 52X9,06/14/2019,NA,R3,Trivapro,DMI+QoI+SDHI,azoxystrobin+propiconazole+benzovindiflupyr,4,3.4,1324.825,4.550014011627908,7725.378156976742,NA,NA,1175.19375,7725.378156976742,3.1325,4.550014011627908
39,2019,Ames,Iowa,AG2733,06/03/2019,08/07/2019,R3,Acropolis,MBC+DMI,thiophanate-methyl+tetraconazole,4,0.75,4858.8125,10.481090517241388,73026.3722609106,NA,NA,4527.606250000001,73026.3722609106,19.875,10.481090517241388
39,2019,Ames,Iowa,AG2733,06/03/2019,08/07/2019,R3,check,check,check,4,19.875,4527.606250000001,10.481090517241388,73026.3722609106,NA,NA,4527.606250000001,73026.3722609106,19.875,10.481090517241388
39,2019,Ames,Iowa,AG2733,06/03/2019,08/07/2019,R3,Delaro,QoI+DMI,trifloxystrobin + prothioconazole,4,4.2,4749.53125,10.481090517241388,73026.3722609106,NA,NA,4527.606250000001,73026.3722609106,19.875,10.481090517241388
39,2019,Ames,Iowa,AG2733,06/03/2019,08/07/2019,R3,Domark,DMI,tetraconazol,4,1.1,5072.33125,10.481090517241388,73026.3722609106,NA,NA,4527.606250000001,73026.3722609106,19.875,10.481090517241388
39,2019,Ames,Iowa,AG2733,06/03/2019,08/07/2019,R3,Froghorn,MBC+DMI,thiophanate-methyl+tebuconazole,4,12.05,4951.28125,10.481090517241388,73026.3722609106,NA,NA,4527.606250000001,73026.3722609106,19.875,10.481090517241388
39,2019,Ames,Iowa,AG2733,06/03/2019,08/07/2019,R3,Headline,QoI,pyraclostrobin,4,19.125,4951.28125,10.481090517241388,73026.3722609106,NA,NA,4527.606250000001,73026.3722609106,19.875,10.481090517241388
39,2019,Ames,Iowa,AG2733,06/03/2019,08/07/2019,R3,Lucento,DMI+SDHI,bixafen+flutriafol,4,5.2,4946.2375,10.481090517241388,73026.3722609106,NA,NA,4527.606250000001,73026.3722609106,19.875,10.481090517241388
39,2019,Ames,Iowa,AG2733,06/03/2019,08/07/2019,R3,Miravis Top,DMI+SDHI,difenoconazole+pydiflumetofen,4,2.1999999999999997,5158.075,10.481090517241388,73026.3722609106,NA,NA,4527.606250000001,73026.3722609106,19.875,10.481090517241388
39,2019,Ames,Iowa,AG2733,06/03/2019,08/07/2019,R3,Preemptor,QoI+DMI,fluoxastrobin+flutriafol,4,11.5,5144.625,10.481090517241388,73026.3722609106,NA,NA,4527.606250000001,73026.3722609106,19.875,10.481090517241388
39,2019,Ames,Iowa,AG2733,06/03/2019,08/07/2019,R3,Priaxor,QoI+SDHI,pyraclostrobin+fluxapyroxad,4,12.1,4956.325,10.481090517241388,73026.3722609106,NA,NA,4527.606250000001,73026.3722609106,19.875,10.481090517241388
39,2019,Ames,Iowa,AG2733,06/03/2019,08/07/2019,R3,Priaxor + Tilt,DMI+QoI+SDHI,pyraclostrobin+fluxapyroxad+propiconazole,4,5.575,4685.64375,10.481090517241388,73026.3722609106,NA,NA,4527.606250000001,73026.3722609106,19.875,10.481090517241388
39,2019,Ames,Iowa,AG2733,06/03/2019,08/07/2019,R3,Quadris Top,QoI+DMI,azoxystrobin+difenoconazole,4,2.8,4931.106250000001,10.481090517241388,73026.3722609106,NA,NA,4527.606250000001,73026.3722609106,19.875,10.481090517241388
39,2019,Ames,Iowa,AG2733,06/03/2019,08/07/2019,R3,Revysol,DMI+SDHI,difenoconazole+pydiflumetofen,4,0.325,5225.325,10.481090517241388,73026.3722609106,NA,NA,4527.606250000001,73026.3722609106,19.875,10.481090517241388
39,2019,Ames,Iowa,AG2733,06/03/2019,08/07/2019,R3,Tilt,DMI,propiconazole,4,2.825,5242.1375,10.481090517241388,73026.3722609106,NA,NA,4527.606250000001,73026.3722609106,19.875,10.481090517241388
39,2019,Ames,Iowa,AG2733,06/03/2019,08/07/2019,R3,Topguard,DMI,flutriafol,4,0.225,5053.8375,10.481090517241388,73026.3722609106,NA,NA,4527.606250000001,73026.3722609106,19.875,10.481090517241388
39,2019,Ames,Iowa,AG2733,06/03/2019,08/07/2019,R3,Topsin 4.5,MBC,thiophanate-methyl,4,6.85,5174.8875,10.481090517241388,73026.3722609106,NA,NA,4527.606250000001,73026.3722609106,19.875,10.481090517241388
39,2019,Ames,Iowa,AG2733,06/03/2019,08/07/2019,R3,Topsin 4.5+Quadris+Tilt,MBC+QoI+DMI,thiophanate-methyl+azoxystrobin+propiconazole,4,3.475,5067.2875,10.481090517241388,73026.3722609106,NA,NA,4527.606250000001,73026.3722609106,19.875,10.481090517241388
39,2019,Ames,Iowa,AG2733,06/03/2019,08/07/2019,R3,Topsin+Quadris+Folicur,MBC+QoI+DMI,thiophanate-methyl+azoxystrobin+tebuconazole,4,16.25,4900.84375,10.481090517241388,73026.3722609106,NA,NA,4527.606250000001,73026.3722609106,19.875,10.481090517241388
39,2019,Ames,Iowa,AG2733,06/03/2019,08/07/2019,R3,Topsin+Quadris+Folicur+Echo 720,MBC+QoI+DMI+Multi-S,thiophanate-methyl+azoxystrobin+tebuconazole+chlorothalonil,4,7.725,4964.73125,10.481090517241388,73026.3722609106,NA,NA,4527.606250000001,73026.3722609106,19.875,10.481090517241388
39,2019,Ames,Iowa,AG2733,06/03/2019,08/07/2019,R3,Topsin+Quadris+Tilt+Echo 720,MBC+QoI+DMI+Multi-S,thiophanate-methyl+azoxystrobin+propiconazole+chlorothalonil,4,14.75,4946.2375,10.481090517241388,73026.3722609106,NA,NA,4527.606250000001,73026.3722609106,19.875,10.481090517241388
40,2019,Quicksand,Kentucky,NK S48-R2X,05/18/2019,7/16/2019,R3,Acropolis,MBC+DMI,thiophanate-methyl+tetraconazole,4,6.5,3660.7537500000003,1.893263961864406,202192.74562890618,NA,NA,3574.3375,202192.74562890618,13.15,1.893263961864406
40,2019,Quicksand,Kentucky,NK S48-R2X,05/18/2019,7/16/2019,R3,check,check,check,4,13.15,3574.3375,1.893263961864406,202192.74562890618,NA,NA,3574.3375,202192.74562890618,13.15,1.893263961864406
40,2019,Quicksand,Kentucky,NK S48-R2X,05/18/2019,7/16/2019,R3,Delaro,QoI+DMI,trifloxystrobin + prothioconazole,4,9.5825,4319.971874999999,1.893263961864406,202192.74562890618,NA,NA,3574.3375,202192.74562890618,13.15,1.893263961864406
40,2019,Quicksand,Kentucky,NK S48-R2X,05/18/2019,7/16/2019,R3,Domark,DMI,tetraconazol,4,9.75,4411.93625,1.893263961864406,202192.74562890618,NA,NA,3574.3375,202192.74562890618,13.15,1.893263961864406
40,2019,Quicksand,Kentucky,NK S48-R2X,05/18/2019,7/16/2019,R3,Froghorn,MBC+DMI,thiophanate-methyl+tebuconazole,4,8.25,4214.389375,1.893263961864406,202192.74562890618,NA,NA,3574.3375,202192.74562890618,13.15,1.893263961864406
40,2019,Quicksand,Kentucky,NK S48-R2X,05/18/2019,7/16/2019,R3,Headline,QoI,pyraclostrobin,4,13.9975,3968.08625,1.893263961864406,202192.74562890618,NA,NA,3574.3375,202192.74562890618,13.15,1.893263961864406
40,2019,Quicksand,Kentucky,NK S48-R2X,05/18/2019,7/16/2019,R3,Lucento,DMI+SDHI,bixafen+flutriafol,4,7.75,4211.699375,1.893263961864406,202192.74562890618,NA,NA,3574.3375,202192.74562890618,13.15,1.893263961864406
40,2019,Quicksand,Kentucky,NK S48-R2X,05/18/2019,7/16/2019,R3,Miravis Top,DMI+SDHI,difenoconazole+pydiflumetofen,4,6.8325,4420.1743750000005,1.893263961864406,202192.74562890618,NA,NA,3574.3375,202192.74562890618,13.15,1.893263961864406
40,2019,Quicksand,Kentucky,NK S48-R2X,05/18/2019,7/16/2019,R3,Priaxor + Tilt,DMI+QoI+SDHI,pyraclostrobin+fluxapyroxad+propiconazole,4,10.75,3931.603125,1.893263961864406,202192.74562890618,NA,NA,3574.3375,202192.74562890618,13.15,1.893263961864406
40,2019,Quicksand,Kentucky,NK S48-R2X,05/18/2019,7/16/2019,R3,Quadris Top,QoI+DMI,azoxystrobin+difenoconazole,4,8.585,4129.990625,1.893263961864406,202192.74562890618,NA,NA,3574.3375,202192.74562890618,13.15,1.893263961864406
40,2019,Quicksand,Kentucky,NK S48-R2X,05/18/2019,7/16/2019,R3,Revysol,DMI+SDHI,difenoconazole+pydiflumetofen,4,7.1675,4337.456875,1.893263961864406,202192.74562890618,NA,NA,3574.3375,202192.74562890618,13.15,1.893263961864406
40,2019,Quicksand,Kentucky,NK S48-R2X,05/18/2019,7/16/2019,R3,Stratego YLD,QoI+DMI,trifloxystrobin+prothioconazole,4,11.75,4034.1593749999997,1.893263961864406,202192.74562890618,NA,NA,3574.3375,202192.74562890618,13.15,1.893263961864406
40,2019,Quicksand,Kentucky,NK S48-R2X,05/18/2019,7/16/2019,R3,Tilt,DMI,propiconazole,8,11.58375,4133.7734375,1.893263961864406,202192.74562890618,NA,NA,3574.3375,202192.74562890618,13.15,1.893263961864406
40,2019,Quicksand,Kentucky,NK S48-R2X,05/18/2019,7/16/2019,R3,Topsin 4.5,MBC,thiophanate-methyl,4,7.9175,4121.584375,1.893263961864406,202192.74562890618,NA,NA,3574.3375,202192.74562890618,13.15,1.893263961864406
40,2019,Quicksand,Kentucky,NK S48-R2X,05/18/2019,7/16/2019,R3,Topsin 4.5+Quadris+Tilt,MBC+QoI+DMI,thiophanate-methyl+azoxystrobin+propiconazole,4,7.585,3957.158125,1.893263961864406,202192.74562890618,NA,NA,3574.3375,202192.74562890618,13.15,1.893263961864406
40,2019,Quicksand,Kentucky,NK S48-R2X,05/18/2019,7/16/2019,R3,Topsin+Quadris+Folicur,MBC+QoI+DMI,thiophanate-methyl+azoxystrobin+tebuconazole,4,5.5825,3754.5675,1.893263961864406,202192.74562890618,NA,NA,3574.3375,202192.74562890618,13.15,1.893263961864406
40,2019,Quicksand,Kentucky,NK S48-R2X,05/18/2019,7/16/2019,R3,Topsin+Quadris+Folicur+Echo 720,MBC+QoI+DMI+Multi-S,thiophanate-methyl+azoxystrobin+tebuconazole+chlorothalonil,4,6.1675,4068.9612500000003,1.893263961864406,202192.74562890618,NA,NA,3574.3375,202192.74562890618,13.15,1.893263961864406
40,2019,Quicksand,Kentucky,NK S48-R2X,05/18/2019,7/16/2019,R3,Topsin+Quadris+Tilt+Echo 720,MBC+QoI+DMI+Multi-S,thiophanate-methyl+azoxystrobin+propiconazole+chlorothalonil,4,6.4175,3996.6675,1.893263961864406,202192.74562890618,NA,NA,3574.3375,202192.74562890618,13.15,1.893263961864406
40,2019,Quicksand,Kentucky,NK S48-R2X,05/18/2019,7/16/2019,R3,Trivapro,DMI+QoI+SDHI,azoxystrobin+propiconazole+benzovindiflupyr,4,9.42,3635.366875,1.893263961864406,202192.74562890618,NA,NA,3574.3375,202192.74562890618,13.15,1.893263961864406
41,2019,Union County,Kentucky,NA,NA,8/14/2019,R3,Acropolis,MBC+DMI,thiophanate-methyl+tetraconazole,4,7.25,3052.309375,1.7935406779661025,478196.0289752768,NA,NA,2713.5375,478196.0289752768,15,1.7935406779661025
41,2019,Union County,Kentucky,NA,NA,8/14/2019,R3,check,check,check,4,15,2713.5375,1.7935406779661025,478196.0289752768,NA,NA,2713.5375,478196.0289752768,15,1.7935406779661025
41,2019,Union County,Kentucky,NA,NA,8/14/2019,R3,Delaro,QoI+DMI,trifloxystrobin + prothioconazole,4,6.585,2697.3975,1.7935406779661025,478196.0289752768,NA,NA,2713.5375,478196.0289752768,15,1.7935406779661025
41,2019,Union County,Kentucky,NA,NA,8/14/2019,R3,Domark,DMI,tetraconazol,4,10.5,2821.47375,1.7935406779661025,478196.0289752768,NA,NA,2713.5375,478196.0289752768,15,1.7935406779661025
41,2019,Union County,Kentucky,NA,NA,8/14/2019,R3,Froghorn,MBC+DMI,thiophanate-methyl+tebuconazole,4,8.0025,2731.526875,1.7935406779661025,478196.0289752768,NA,NA,2713.5375,478196.0289752768,15,1.7935406779661025
41,2019,Union County,Kentucky,NA,NA,8/14/2019,R3,Headline,QoI,pyraclostrobin,4,15,2696.725,1.7935406779661025,478196.0289752768,NA,NA,2713.5375,478196.0289752768,15,1.7935406779661025
41,2019,Union County,Kentucky,NA,NA,8/14/2019,R3,Lucento,DMI+SDHI,bixafen+flutriafol,4,3.335,2808.36,1.7935406779661025,478196.0289752768,NA,NA,2713.5375,478196.0289752768,15,1.7935406779661025
41,2019,Union County,Kentucky,NA,NA,8/14/2019,R3,Miravis Top,DMI+SDHI,difenoconazole+pydiflumetofen,4,4.9975000000000005,2796.759375,1.7935406779661025,478196.0289752768,NA,NA,2713.5375,478196.0289752768,15,1.7935406779661025
41,2019,Union County,Kentucky,NA,NA,8/14/2019,R3,Priaxor + Tilt,DMI+QoI+SDHI,pyraclostrobin+fluxapyroxad+propiconazole,4,9.915,2459.1643750000003,1.7935406779661025,478196.0289752768,NA,NA,2713.5375,478196.0289752768,15,1.7935406779661025
41,2019,Union County,Kentucky,NA,NA,8/14/2019,R3,Quadris Top,QoI+DMI,azoxystrobin+difenoconazole,4,8.085,2457.4831249999997,1.7935406779661025,478196.0289752768,NA,NA,2713.5375,478196.0289752768,15,1.7935406779661025
41,2019,Union County,Kentucky,NA,NA,8/14/2019,R3,Revysol,DMI+SDHI,difenoconazole+pydiflumetofen,4,5.085,3055.671875,1.7935406779661025,478196.0289752768,NA,NA,2713.5375,478196.0289752768,15,1.7935406779661025
41,2019,Union County,Kentucky,NA,NA,8/14/2019,R3,Stratego YLD,QoI+DMI,trifloxystrobin+prothioconazole,4,9.9175,3279.44625,1.7935406779661025,478196.0289752768,NA,NA,2713.5375,478196.0289752768,15,1.7935406779661025
41,2019,Union County,Kentucky,NA,NA,8/14/2019,R3,Tilt,DMI,propiconazole,8,9.99875,2884.184375,1.7935406779661025,478196.0289752768,NA,NA,2713.5375,478196.0289752768,15,1.7935406779661025
41,2019,Union County,Kentucky,NA,NA,8/14/2019,R3,Topsin 4.5,MBC,thiophanate-methyl,4,8.085,3141.0793750000003,1.7935406779661025,478196.0289752768,NA,NA,2713.5375,478196.0289752768,15,1.7935406779661025
41,2019,Union County,Kentucky,NA,NA,8/14/2019,R3,Topsin 4.5+Quadris+Tilt,MBC+QoI+DMI,thiophanate-methyl+azoxystrobin+propiconazole,4,8.4175,2358.4575,1.7935406779661025,478196.0289752768,NA,NA,2713.5375,478196.0289752768,15,1.7935406779661025
41,2019,Union County,Kentucky,NA,NA,8/14/2019,R3,Topsin+Quadris+Folicur,MBC+QoI+DMI,thiophanate-methyl+azoxystrobin+tebuconazole,4,7.5825,2976.3168750000004,1.7935406779661025,478196.0289752768,NA,NA,2713.5375,478196.0289752768,15,1.7935406779661025
41,2019,Union County,Kentucky,NA,NA,8/14/2019,R3,Topsin+Quadris+Folicur+Echo 720,MBC+QoI+DMI+Multi-S,thiophanate-methyl+azoxystrobin+tebuconazole+chlorothalonil,4,5.4175,2510.946875,1.7935406779661025,478196.0289752768,NA,NA,2713.5375,478196.0289752768,15,1.7935406779661025
41,2019,Union County,Kentucky,NA,NA,8/14/2019,R3,Topsin+Quadris+Tilt+Echo 720,MBC+QoI+DMI+Multi-S,thiophanate-methyl+azoxystrobin+propiconazole+chlorothalonil,4,4.835,3121.40875,1.7935406779661025,478196.0289752768,NA,NA,2713.5375,478196.0289752768,15,1.7935406779661025
41,2019,Union County,Kentucky,NA,NA,8/14/2019,R3,Trivapro,DMI+QoI+SDHI,azoxystrobin+propiconazole+benzovindiflupyr,4,10.1675,2825.50875,1.7935406779661025,478196.0289752768,NA,NA,2713.5375,478196.0289752768,15,1.7935406779661025
42,2018,NA,Mississippi,NA,4/19/2018,NA,R3,Acropolis,MBC+DMI,thiophanate-methyl+tetraconazole,4,0,4872.2625,NA,NA,NA,NA,5040.891875,NA,0,NA
42,2018,NA,Mississippi,NA,4/19/2018,NA,R3,check,check,check,4,0,5040.891875,NA,NA,NA,NA,5040.891875,NA,0,NA
42,2018,NA,Mississippi,NA,4/19/2018,NA,R3,Delaro,QoI+DMI,trifloxystrobin + prothioconazole,4,0,4048.4500000000003,NA,NA,NA,NA,5040.891875,NA,0,NA
42,2018,NA,Mississippi,NA,4/19/2018,NA,R3,Domark,DMI,tetraconazol,4,0,4572.159375,NA,NA,NA,NA,5040.891875,NA,0,NA
42,2018,NA,Mississippi,NA,4/19/2018,NA,R3,Froghorn,MBC+DMI,thiophanate-methyl+tebuconazole,4,0,4421.855625,NA,NA,NA,NA,5040.891875,NA,0,NA
42,2018,NA,Mississippi,NA,4/19/2018,NA,R3,Headline,QoI,pyraclostrobin,4,0,4863.351875,NA,NA,NA,NA,5040.891875,NA,0,NA
42,2018,NA,Mississippi,NA,4/19/2018,NA,R3,Miravis Top,DMI+SDHI,difenoconazole+pydiflumetofen,4,0,4442.030625,NA,NA,NA,NA,5040.891875,NA,0,NA
42,2018,NA,Mississippi,NA,4/19/2018,NA,R3,Priaxor + Tilt,DMI+QoI+SDHI,pyraclostrobin+fluxapyroxad+propiconazole,8,0,4983.8134375,NA,NA,NA,NA,5040.891875,NA,0,NA
42,2018,NA,Mississippi,NA,4/19/2018,NA,R3,Quadris Top,QoI+DMI,azoxystrobin+difenoconazole,4,0,4608.30625,NA,NA,NA,NA,5040.891875,NA,0,NA
42,2018,NA,Mississippi,NA,4/19/2018,NA,R3,Revysol,DMI+SDHI,difenoconazole+pydiflumetofen,4,0,4200.77125,NA,NA,NA,NA,5040.891875,NA,0,NA
42,2018,NA,Mississippi,NA,4/19/2018,NA,R3,Tilt,DMI,propiconazole,4,0,4462.541875,NA,NA,NA,NA,5040.891875,NA,0,NA
42,2018,NA,Mississippi,NA,4/19/2018,NA,R3,Topsin 4.5,MBC,thiophanate-methyl,4,0,4823.338125,NA,NA,NA,NA,5040.891875,NA,0,NA
42,2018,NA,Mississippi,NA,4/19/2018,NA,R3,Topsin 4.5+Quadris+Tilt,MBC+QoI+DMI,thiophanate-methyl+azoxystrobin+propiconazole,4,0,4607.129375,NA,NA,NA,NA,5040.891875,NA,0,NA
42,2018,NA,Mississippi,NA,4/19/2018,NA,R3,Topsin+Quadris+Folicur,MBC+QoI+DMI,thiophanate-methyl+azoxystrobin+tebuconazole,4,0,4385.540625,NA,NA,NA,NA,5040.891875,NA,0,NA
42,2018,NA,Mississippi,NA,4/19/2018,NA,R3,Topsin+Quadris+Folicur+Echo 720,MBC+QoI+DMI+Multi-S,thiophanate-methyl+azoxystrobin+tebuconazole+chlorothalonil,4,0,4771.05125,NA,NA,NA,NA,5040.891875,NA,0,NA
42,2018,NA,Mississippi,NA,4/19/2018,NA,R3,Topsin+Quadris+Tilt+Echo 720,MBC+QoI+DMI+Multi-S,thiophanate-methyl+azoxystrobin+propiconazole+chlorothalonil,4,0,4790.889999999999,NA,NA,NA,NA,5040.891875,NA,0,NA
43,2018,Urbana,Illinois,NA,05/16/2018,07/10/2018,R3,Affiance,QoI+DMI,azoxystrobin+tetraconazole,4,NA,4926.0625,NA,NA,NA,NA,4645.29375,NA,NA,NA
43,2018,Urbana,Illinois,NA,05/16/2018,07/10/2018,R3,Approach,QoI,picoxystrobin,4,NA,4845.3625,NA,NA,NA,NA,4645.29375,NA,NA,NA
